,alwaysCooperate,alwaysDefect,angery,AngryPriest,antiJoss,antiJossDynamic,antiJossPeriodic,balance,balanceDynamic,best-estDetective,betterDetective,cleverDetective,clevererDetective,confusedTitForTat,conMan,defectFirstTitForTat,delayedDetective,detective,escalatingTitForTat,evilTitForTat,FallenAngel,FallenAngel2,fastDetective,fastDetectiveSimpleton,fodnprtthl,forgivingDefector,forgivingTitForTat,ftft,gradual,grimMoralTitForTat,grimTrigger,hygrit,joss,moralTitForTat,mostBestestDetective,ngrams2,ngrams2Betrayal,ngrams3,npctt,npfitt,npnntt,nprstt,nprtt-forgiveOnce,nprtt-halflife,nprtt-random,nprtt,nprttStudent-halflife,nprttStudent,nprttt,nprwtt,npwtt,oldFallenAngel,omega,opportunisticDefector-1,opportunisticDefector-2,opportunisticDefector-3,opportunisticDefector-4,opportunisticDefector-5,oracle,periodicCopycat,Priest,properOpportunisticDefector-3,punitiveDetective,punitiveSelfAwareTitForTat,randomChoice,randomHistory,reflectiveTitForTat,relaxedGrimMoralTitForTat,resilientTitForTat,selfAwareTitForTat,shortwindow,simpleton,smartJoss,smoughCopycat,smoughsKinderCopycat,sorryJoss,stopper,strictPunitiveDetective,switcher,tickedOffCopycat,titForTat,titForTatDelayed,uftft,ultimateDetective,ultimateDetectiveForgiveOnce,windowed,worst
randomChoice,4.107806691449814126394052045,0.5443548387096774193548387097,0.6326530612244897959183673469,0.712,2.346153846153846153846153846,2.495535714285714285714285714,2.429268292682926829268292683,2.563981042654028436018957346,2.63,0.5882352941176470588235294118,2.965686274509803921568627451,1.505,1.898039215686274509803921569,2.400966183574879227053140097,2.323671497584541062801932367,2.280235988200589970501474926,2.313725490196078431372549020,2.232673267326732673267326733,1.298245614035087719298245614,2.580786026200873362445414847,1.280112044817927170868347339,2.125766871165644171779141104,2.130434782608695652173913043,2.354477611940298507462686567,1.922535211267605633802816901,2.237785016286644951140065147,2.586956521739130434782608696,3.093023255813953488372093023,1.341880341880341880341880342,0.7442922374429223744292237443,0.5138888888888888888888888889,2.387931034482758620689655172,2.046948356807511737089201878,2.684684684684684684684684685,2.681992337164750957854406130,2.489510489510489510489510490,1.748663101604278074866310160,3.019920318725099601593625498,2.846456692913385826771653543,2.297202797202797202797202797,2.813397129186602870813397129,2.532679738562091503267973856,2.24609375,2.287671232876712328767123288,2.602941176470588235294117647,2.827004219409282700421940928,0.7095238095238095238095238095,2.844660194174757281553398058,2.586206896551724137931034483,2.397196261682242990654205607,2.772727272727272727272727273,0.6206896551724137931034482759,0.8847926267281105990783410138,0.4962686567164179104477611940,1.366533864541832669322709163,1.643137254901960784313725490,2.198443579766536964980544747,2.055555555555555555555555556,2.957264957264957264957264957,2.412037037037037037037037037,1.160919540229885057471264368,2.543689320388349514563106796,0.5833333333333333333333333333,2.793859649122807017543859649,,0.5637065637065637065637065637,2.125,2.260663507109004739336492891,2.840182648401826484018264840,2.841409691629955947136563877,1.697318007662835249042145594,2.290640394088669950738916256,2.567460317460317460317460317,1.267241379310344827586206897,0.7311320754716981132075471698,2.901869158878504672897196262,2.454166666666666666666666667,0.6964285714285714285714285714,0.7254901960784313725490196078,1.346820809248554913294797688,2.342592592592592592592592593,2.168224299065420560747663551,3.577405857740585774058577406,2.778135048231511254019292605,2.285185185185185185185185185,1.767326732673267326732673267,0.5272727272727272727272727273
randomHistory,3,0.9950495049504950495049504950,3,3,3,3,3,3,3,2.995348837209302325581395349,2.995515695067264573991031390,2.990909090909090909090909091,2.987551867219917012448132780,2.735294117647058823529411765,1.329861111111111111111111111,1.066176470588235294117647059,2.995098039215686274509803922,2.995495495495495495495495495,3,1.014018691588785046728971963,2.986425339366515837104072398,3,2.995192307692307692307692308,2.995260663507109004739336493,1.023148148148148148148148148,1.148325358851674641148325359,3,3,3,3,3,3,0.9954954954954954954954954955,3,2.995024875621890547263681592,3,1.004504504504504504504504505,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.003676470588235294117647059,1.014285714285714285714285714,1.021186440677966101694915254,1.028,1.044334975369458128078817734,1.231343283582089552238805970,3,3,2.913636363636363636363636364,3,3,2.918918918918918918918918919,,3,3,3,3,3,3,2.918079096045197740112994350,3,3,2.995,3,3,1.237623762376237623762376238,3,3,3,3,2.995260663507109004739336493,2.991701244813278008298755187,1.106122448979591836734693878,0.9953917050691244239631336406
reflectiveTitForTat,3,0.9964028776978417266187050360,3,3,3,3,3,3,3,2.995327102803738317757009346,2.996254681647940074906367041,2.985849056603773584905660377,2.987755102040816326530612245,2.244186046511627906976744186,2.857777777777777777777777778,2.487562189054726368159203980,2.985507246376811594202898551,2.995073891625615763546798030,3,2.984,2.986238532110091743119266055,2.988764044943820224719101124,2.995215311004784688995215311,2.995283018867924528301886792,1.024752475247524752475247525,2.656716417910447761194029851,3,3,3,3,3,3,1.134693877551020408163265306,3,2.996031746031746031746031746,3,1.004201680672268907563025210,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.004716981132075471698113208,1.014778325123152709359605911,1.023255813953488372093023256,1.024911032028469750889679715,1.040723981900452488687782805,2.744075829383886255924170616,3,3,2.504237288135593220338983051,3,3,2.125,3,,3,3,3,3,3,2.868292682926829268292682927,3,3,2.989247311827956989247311828,3,3,2.504065040650406504065040650,3,3,3,3,2.989547038327526132404181185,2.986607142857142857142857143,2.475728155339805825242718447,0.9953703703703703703703703704
relaxedGrimMoralTitForTat,3,0.9964788732394366197183098592,3,3,3,3,3,3,3,2.996666666666666666666666667,2.996699669966996699669966997,2.988679245283018867924528302,2.987012987012987012987012987,2.931567328918322295805739514,1.272727272727272727272727273,2.982378854625550660792951542,2.987804878048780487804878049,2.995708154506437768240343348,3,2.971563981042654028436018957,3,2.990506329113924050632911392,2.995073891625615763546798030,2.996309963099630996309963100,1.021551724137931034482758621,1.12109375,3,3,3,3,3,3,1.164179104477611940298507463,3,2.995762711864406779661016949,3,1.003984063745019920318725100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.004854368932038834951456311,1.013761467889908256880733945,1.024038461538461538461538462,1.027559055118110236220472441,1.040178571428571428571428571,1.187279151943462897526501767,3,3,2.576354679802955665024630542,3,3,2.497630331753554502369668246,3,3,,3,3,3,3,2.844236760124610591900311526,3,3,2.985981308411214953271028037,3,3,1.095070422535211267605633803,3,3,3,3,2.985365853658536585365853659,2.985294117647058823529411765,1.210280373831775700934579439,0.9952153110047846889952153110
resilientTitForTat,3,0.4977578475336322869955156951,3,3,3,3,3,3,3,2.996124031007751937984496124,2.995726495726495726495726496,2.977973568281938325991189427,2.977678571428571428571428571,1.334384858044164037854889590,2.848101265822784810126582278,2.5,2.977973568281938325991189427,2.995327102803738317757009346,3,2.984025559105431309904153355,2.980079681274900398406374502,2.982078853046594982078853047,2.995169082125603864734299517,2.995652173913043478260869565,2.151515151515151515151515152,2.667938931297709923664122137,3,3,3,3,3,3,2.347619047619047619047619048,3,2.995708154506437768240343348,3,1.733644859813084112149532710,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.5124378109452736318407960199,2.490196078431372549019607843,2.489878542510121457489878543,2.477832512315270935960591133,2.492890995260663507109004739,2.737254901960784313725490196,3,3,2.012605042016806722689075630,3,3,1.995433789954337899543378995,3,3,3,,3,3,3,2.825242718446601941747572816,3,3,2.975961538461538461538461538,3,3,2.493506493506493506493506494,3,3,3,3,2.976635514018691588785046729,2.976190476190476190476190476,1.780487804878048780487804878,0.4975609756097560975609756098
selfAwareTitForTat,3,0.4976958525345622119815668203,3,3,3,3,3,3,3,2.995073891625615763546798030,2.995348837209302325581395349,2.986486486486486486486486486,2.988372093023255813953488372,2.238683127572016460905349794,2.857707509881422924901185771,2.983739837398373983739837398,2.989323843416370106761565836,2.996309963099630996309963100,3,2.976,2.987903225806451612903225806,2.99,2.995575221238938053097345133,2.997530864197530864197530864,1.350467289719626168224299065,2.668032786885245901639344262,3,3,3,3,3,3,2.629955947136563876651982379,3,2.996,3,1.586046511627906976744186047,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.5124378109452736318407960199,1.014354066985645933014354067,1.343558282208588957055214724,1.59375,1.758620689655172413793103448,2.542168674698795180722891566,3,3,2.5,3,3,1.872246696035242290748898678,3,3,3,3,,3,3,2.802631578947368421052631579,3,3,2.985915492957746478873239437,3,3,2.008547008547008547008547009,3,3,3,3,2.991666666666666666666666667,2.985,2.526748971193415637860082305,0.5019011406844106463878326996
shortwindow,3,0.9807692307692307692307692308,3,3,3,3,3,3,3,1.015810276679841897233201581,1.017316017316017316017316017,2.976958525345622119815668203,2.976635514018691588785046729,2.676328502415458937198067633,2.754807692307692307692307692,2.987603305785123966942148760,1.492682926829268292682926829,1.016528925619834710743801653,3,2.968181818181818181818181818,2.895752895752895752895752896,2.985221674876847290640394089,1.009950248756218905472636816,1.009345794392523364485981308,1.02,2.660550458715596330275229358,3,3,3,3,3,3,1.622119815668202764976958525,3,1.016528925619834710743801653,3,0.9961389961389961389961389961,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9960629921259842519685039370,1.005181347150259067357512953,1.014440433212996389891696751,1.019607843137254901960784314,1.035087719298245614035087719,1.247011952191235059760956175,3,3,2.970149253731343283582089552,3,3,2.578544061302681992337164751,3,3,3,3,3,,3,2.842622950819672131147540984,3,3,2.980487804878048780487804878,3,3,1.055045871559633027522935780,3,3,3,3,2.978723404255319148936170213,2.981751824817518248175182482,1.085526315789473684210526316,0.9857142857142857142857142857
simpleton,3,0.4977973568281938325991189427,3,3,3,3,3,3,3,2.748792270531400966183574879,2.758620689655172413793103448,2.983050847457627118644067797,2.975609756097560975609756098,1.334782608695652173913043478,2.762711864406779661016949153,2,2.980158730158730158730158730,2.008438818565400843881856540,3,2.976076555023923444976076555,2.979757085020242914979757085,2.980079681274900398406374502,2.012295081967213114754098361,2.996183206106870229007633588,2.103773584905660377358490566,2.739726027397260273972602740,3,3,3,3,3,3,1.898617511520737327188940092,3,2.009259259259259259259259259,3,1.702970297029702970297029703,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.5095057034220532319391634981,1.995633187772925764192139738,2,1.995391705069124423963133641,2.014285714285714285714285714,2.576744186046511627906976744,3,3,2.004065040650406504065040650,3,3,2.142857142857142857142857143,3,3,3,3,3,3,,2.662337662337662337662337662,3,3,2.978813559322033898305084746,3,3,2.256410256410256410256410256,3,3,3,3,2.975369458128078817733990148,2.983552631578947368421052632,1.776824034334763948497854077,0.5
smartJoss,3.160305343511450381679389313,0.9956709956709956709956709957,1.403571428571428571428571429,2.910891089108910891089108911,2.886956521739130434782608696,2.949790794979079497907949791,2.910447761194029850746268657,3.158415841584158415841584158,3.144186046511627906976744186,2.900943396226415094339622642,3.193693693693693693693693694,2.941176470588235294117647059,2.898148148148148148148148148,2.352173913043478260869565217,2.703883495145631067961165049,2.872807017543859649122807018,2.128205128205128205128205128,2.876595744680851063829787234,2.080808080808080808080808081,2.895306859205776173285198556,2.095238095238095238095238095,2.898550724637681159420289855,2.871111111111111111111111111,2.061135371179039301310043668,1.589958158995815899581589958,2.535398230088495575221238938,2.928909952606635071090047393,3.153846153846153846153846154,2.208888888888888888888888889,0.9908256880733944954128440367,0.6923076923076923076923076923,2.924471299093655589123867069,2.574257425742574257425742574,2.919282511210762331838565022,2.916184971098265895953757225,3.151515151515151515151515152,1.827004219409282700421940928,3.089108910891089108910891089,2.900862068965517241379310345,2.906542056074766355140186916,2.914285714285714285714285714,2.905797101449275362318840580,2.885572139303482587064676617,2.898058252427184466019417476,2.928286852589641434262948207,2.885462555066079295154185022,2.961165048543689320388349515,2.929629629629629629629629630,2.929245283018867924528301887,2.940711462450592885375494071,2.945,2.122807017543859649122807018,2.986238532110091743119266055,0.54,1.085106382978723404255319149,1.472972972972972972972972973,1.819548872180451127819548872,1.995575221238938053097345133,2.272727272727272727272727273,2.860139860139860139860139860,2.93359375,2.535,2.066091954022988505747126437,2.941463414634146341463414634,2.230158730158730158730158730,2.183615819209039548022598870,2.868292682926829268292682927,2.750778816199376947040498442,2.922330097087378640776699029,2.917763157894736842105263158,0.8754098360655737704918032787,1.839826839826839826839826840,,1.612334801762114537444933921,2.313333333333333333333333333,2.915,2.880952380952380952380952381,3.25,2.053811659192825112107623318,1.544,2.846511627906976744186046512,2.654320987654320987654320988,3.235,2.888888888888888888888888889,2.883177570093457943925233645,2.589041095890410958904109589,0.9962825278810408921933085502
smoughCopycat,3,0.9960629921259842519685039370,3,3,3,3,3,3,3,2.995049504950495049504950495,2.995192307692307692307692308,2.987755102040816326530612245,2.988461538461538461538461538,2.763779527559055118110236220,3.311475409836065573770491803,2.984076433121019108280254777,2.995726495726495726495726496,2.995433789954337899543378995,3,2.970149253731343283582089552,2.995555555555555555555555556,2.995967741935483870967741935,2.995121951219512195121951220,2.995,1.024271844660194174757281553,3.285024154589371980676328502,3,3,3,3,3,3,1.101626016260162601626016260,3,2.995169082125603864734299517,3,1.003134796238244514106583072,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.005,1.014705882352941176470588235,1.023474178403755868544600939,1.032110091743119266055045872,1.038461538461538461538461538,1.309417040358744394618834081,3,3,3.267326732673267326732673267,3,3,2.668103448275862068965517241,3,3,3,3,3,3,3,3.066079295154185022026431718,,3,3.303886925795053003533568905,3,3,1.106796116504854368932038835,3,3,3,3,2.988047808764940239043824701,2.985781990521327014218009479,1.128712871287128712871287129,0.9957264957264957264957264957
smoughsKinderCopycat,3,0.9958333333333333333333333333,3,3,3,3,3,3,3,2.995215311004784688995215311,2.995121951219512195121951220,2.985,2.985781990521327014218009479,4.578947368421052631578947368,2.860262008733624454148471616,2.977973568281938325991189427,2.986956521739130434782608696,2.995780590717299578059071730,3,2.974137931034482758620689655,3,2.988764044943820224719101124,2.995145631067961165048543689,2.995918367346938775510204082,1.022123893805309734513274336,2.657657657657657657657657658,3,3,3,3,3,3,1.12,3,2.996732026143790849673202614,3,1.004329004329004329004329004,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.004255319148936170212765957,1.012875536480686695278969957,1.024630541871921182266009852,1.033018867924528301886792453,1.034090909090909090909090909,1.690376569037656903765690377,3,3,2.488038277511961722488038278,3,3,2.759433962264150943396226415,3,3,3,3,3,3,3,2.863333333333333333333333333,3,,2.986425339366515837104072398,3,3,1.087962962962962962962962963,3,3,3,3,2.990476190476190476190476190,2.987951807228915662650602410,2.481481481481481481481481481,0.9960629921259842519685039370
sorryJoss,3.336633663366336633663366337,0.4980544747081712062256809339,2.967136150234741784037558685,2.989619377162629757785467128,2.985714285714285714285714286,2.985645933014354066985645933,2.986725663716814159292035398,3.004048582995951417004048583,3,2.981042654028436018957345972,3,2.981481481481481481481481481,2.974895397489539748953974895,2.47,2.829351535836177474402730375,2.982683982683982683982683983,2.980327868852459016393442623,2.981900452488687782805429864,3,2.970149253731343283582089552,2.971428571428571428571428571,2.977528089887640449438202247,2.982222222222222222222222222,2.995024875621890547263681592,1.360975609756097560975609756,2.646017699115044247787610619,2.988549618320610687022900763,3.004784688995215311004784689,3,2.987755102040816326530612245,0.6666666666666666666666666667,2.987234042553191489361702128,2.660777385159010600706713781,2.986842105263157894736842105,2.981900452488687782805429864,2.987288135593220338983050847,1.588461538461538461538461538,2.990536277602523659305993691,2.986175115207373271889400922,2.986301369863013698630136986,2.987447698744769874476987448,2.988970588235294117647058824,2.9875,2.987903225806451612903225806,2.986956521739130434782608696,2.990163934426229508196721311,2.988047808764940239043824701,2.990196078431372549019607843,2.986956521739130434782608696,2.987447698744769874476987448,2.986899563318777292576419214,2.972350230414746543778801843,3,0.5082508250825082508250825083,1.008849557522123893805309735,1.347619047619047619047619048,1.591346153846153846153846154,1.767772511848341232227488152,2.556818181818181818181818182,2.987394957983193277310924370,2.986784140969162995594713656,2.5,2.903846153846153846153846154,2.986784140969162995594713656,1.943925233644859813084112150,2.945,2.989247311827956989247311828,2.985981308411214953271028037,3,2.985915492957746478873239437,0.5902439024390243902439024390,3,2.89,1.731448763250883392226148410,2.986425339366515837104072398,,2.987234042553191489361702128,3.021008403361344537815126050,2.008888888888888888888888889,1.683673469387755102040816327,2.986784140969162995594713656,2.709090909090909090909090909,3.078341013824884792626728111,2.978021978021978021978021978,2.972727272727272727272727273,2.483091787439613526570048309,0.5019607843137254901960784314
stopper,3,0.9966216216216216216216216216,3,3,3,3,3,3,3,2.996363636363636363636363636,2.996389891696750902527075812,2.987394957983193277310924370,2.992957746478873239436619718,2.237668161434977578475336323,2.828244274809160305343511450,2.9375,2.989619377162629757785467128,2.995,3,2.984063745019920318725099602,3,2.988888888888888888888888889,2.995412844036697247706422018,2.995652173913043478260869565,1.108597285067873303167420814,2.599009900990099009900990099,3,3,3,3,3,3,2.432,3,2.996621621621621621621621622,3,1.609649122807017543859649123,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9034653465346534653465346535,1.012765957446808510638297872,1.115740740740740740740740741,1.226600985221674876847290640,1.337777777777777777777777778,2.622489959839357429718875502,3,3,2.285714285714285714285714286,3,3,2.204166666666666666666666667,3,3,3,3,3,3,3,2.880952380952380952380952381,3,3,2.987234042553191489361702128,,3,2.409448818897637795275590551,3,3,3,3,2.985849056603773584905660377,2.985915492957746478873239437,2.439613526570048309178743961,0.9958333333333333333333333333
strictPunitiveDetective,3,0.9801324503311258278145695364,3,3,3,3,3,3,3,0.9951219512195121951219512195,0.9950980392156862745098039216,2.918819188191881918819188192,2.901785714285714285714285714,4.809954751131221719457013575,1.522388059701492537313432836,2.985714285714285714285714286,1.131455399061032863849765258,0.9954128440366972477064220183,3,2.975903614457831325301204819,1.956521739130434782608695652,2.543103448275862068965517241,0.9907120743034055727554179567,0.9857819905213270142180094787,1.011764705882352941176470588,2,3,3,3,3,3,3,2.681672025723472668810289389,3,0.9956709956709956709956709957,3,1.047101449275362318840579710,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9816513761467889908256880734,0.9959677419354838709677419355,1.014423076923076923076923077,1.034482758620689655172413793,1.049773755656108597285067873,1.888888888888888888888888889,3,3,2.931297709923664122137404580,3,3,3.040178571428571428571428571,3,3,3,3,3,3,3,2.625,3,3,2.810924369747899159663865546,3,,1.507246376811594202898550725,3,3,3,3,0.9913793103448275862068965517,0.9906103286384976525821596244,1.062146892655367231638418079,0.9742489270386266094420600858
switcher,3.991150442477876106194690265,0.9890109890109890109890109890,2.515151515151515151515151515,1.243478260869565217391304348,2.678966789667896678966789668,2.634146341463414634146341463,2.660287081339712918660287081,2.806451612903225806451612903,2.802588996763754045307443366,3.248803827751196172248803828,3.982532751091703056768558952,3.228855721393034825870646766,3.237885462555066079295154185,1.990697674418604651162790698,3.256038647342995169082125604,2.502439024390243902439024390,2.072368421052631578947368421,2.504587155963302752293577982,1.655172413793103448275862069,3.235023041474654377880184332,2.089108910891089108910891089,3.231441048034934497816593886,2.502463054187192118226600985,2.253731343283582089552238806,3.255813953488372093023255814,2.253658536585365853658536585,3.253731343283582089552238806,3.993288590604026845637583893,1.682464454976303317535545024,1.181818181818181818181818182,1.024291497975708502024291498,2.651741293532338308457711443,1.026431718061674008810572687,3.241228070175438596491228070,3.248780487804878048780487805,2.237885462555066079295154185,2,2.22,3.241860465116279069767441860,2.504587155963302752293577982,3.254980079681274900398406375,3.240909090909090909090909091,2.522184300341296928327645051,3.248780487804878048780487805,2.961702127659574468085106383,3.248,1.140845070422535211267605634,3.247863247863247863247863248,3.254237288135593220338983051,3.241379310344827586206896552,3.255707762557077625570776256,2.082568807339449541284403670,1.117647058823529411764705882,1,2.497716894977168949771689498,2.503816793893129770992366412,2.503472222222222222222222222,2.512455516014234875444839858,2.033018867924528301886792453,2.651452282157676348547717842,1.284552845528455284552845528,3.247899159663865546218487395,3.996491228070175438596491228,3.247826086956521739130434783,3.029411764705882352941176471,1.188118811881188118811881188,2.504065040650406504065040650,1.147887323943661971830985915,2.515151515151515151515151515,3.247863247863247863247863248,1.055045871559633027522935780,2.256410256410256410256410256,3.062780269058295964125560538,1.131067961165048543689320388,1.111111111111111111111111111,3.231111111111111111111111111,2.645669291338582677165354331,3.995169082125603864734299517,,1.021978021978021978021978022,2.503571428571428571428571429,2.022831050228310502283105023,3.995555555555555555555555556,3.234875444839857651245551601,2.512295081967213114754098361,1.080213903743315508021390374,0.9855072463768115942028985507
tickedOffCopycat,3,0.9960784313725490196078431373,3,3,3,3,3,3,3,3.331932773109243697478991597,3.315270935960591133004926108,2.996987951807228915662650602,2.995145631067961165048543689,2.784172661870503597122302158,3.326446280991735537190082645,1.012448132780082987551867220,2.995850622406639004149377593,1.059113300492610837438423645,3,1.014563106796116504854368932,2.996527777777777777777777778,2.995238095238095238095238095,1.044052863436123348017621145,2.992,1.017543859649122807017543860,3.33,3,3,3,3,3,3,1.050335570469798657718120805,3,1.076923076923076923076923077,3,1.003968253968253968253968254,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.004739336492890995260663507,1.010452961672473867595818815,1.015772870662460567823343849,1.028806584362139917695473251,1.044554455445544554455445545,1.226666666666666666666666667,3,3,3.300492610837438423645320197,3,3,2.719653179190751445086705202,3,3,3,3,3,3,3,3.144,3,3,3.316326530612244897959183673,3,3,1.040293040293040293040293040,,3,3,3,2.995555555555555555555555556,2.995238095238095238095238095,1.125603864734299516908212560,0.9959514170040485829959514170
titForTat,3,0.9958506224066390041493775934,3,3,3,3,3,3,3,2.995633187772925764192139738,2.996197718631178707224334601,2.985645933014354066985645933,2.986046511627906976744186047,2.252225519287833827893175074,2.858490566037735849056603774,2.5,2.990353697749196141479099678,2.996587030716723549488054608,3,2.987055016181229773462783172,3,2.989898989898989898989898990,2.995024875621890547263681592,2.995515695067264573991031390,1.024390243902439024390243902,2.658436213991769547325102881,3,3,3,3,3,3,1.047210300429184549356223176,3,2.996138996138996138996138996,3,1.004149377593360995850622407,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.004739336492890995260663507,1.013824884792626728110599078,1.022522522522522522522522523,1.032710280373831775700934579,1.028846153846153846153846154,2.726351351351351351351351351,3,3,2.496268656716417910447761194,3,3,2.342592592592592592592592593,3,3,3,3,3,3,3,2.846511627906976744186046512,3,3,2.986784140969162995594713656,3,3,2.503571428571428571428571429,3,,3,3,2.987394957983193277310924370,2.987704918032786885245901639,2.466666666666666666666666667,0.9961685823754789272030651341
titForTatDelayed,3,0.9928057553956834532374100719,3,3,3,3,3,3,3,2.659824046920821114369501466,2.997555012224938875305623472,2.008510638297872340425531915,2.009950248756218905472636816,2.3125,2.654028436018957345971563981,2.666666666666666666666666667,2.075892857142857142857142857,2.668032786885245901639344262,3,2.654166666666666666666666667,2.925764192139737991266375546,2.887254901960784313725490196,2.666666666666666666666666667,2.125,1.014869888475836431226765799,2.659751037344398340248962656,3,3,3,3,3,3,1.162561576354679802955665025,3,2.668016194331983805668016194,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1.009803921568627450980392157,1.019047619047619047619047619,1.025104602510460251046025105,1.036697247706422018348623853,1.093596059113300492610837438,3,3,2.647619047619047619047619048,3,3,2.121495327102803738317757009,3,3,3,3,3,3,3,2.633744855967078189300411523,3,3,2.686363636363636363636363636,3,3,2,3,3,,3,2.003676470588235294117647059,2.004672897196261682242990654,1.071641791044776119402985075,0.9902912621359223300970873786
uftft,3,0.9887640449438202247191011236,3,3,3,3,3,3,3,1.006134969325153374233128834,1.007326007326007326007326007,2.930612244897959183673469388,2.925438596491228070175438596,1.503325942350332594235033259,1.528846153846153846153846154,2.986486486486486486486486486,1.092537313432835820895522388,1.009569377990430622009569378,3,2.970297029702970297029702970,2.238235294117647058823529412,2.421259842519685039370078740,1,1,1.013043478260869565217391304,2.007874015748031496062992126,3,3,3,3,3,3,2.667984189723320158102766798,3,1.01,3,0.9964412811387900355871886121,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9954954954954954954954954955,1.004651162790697674418604651,1.013888888888888888888888889,1.017985611510791366906474820,1.022082018927444794952681388,1.849624060150375939849624060,3,3,1.881818181818181818181818182,3,3,1.652719665271966527196652720,3,3,3,3,3,3,3,2.635,3,3,2.847926267281105990783410138,3,3,1.506666666666666666666666667,3,3,3,,1.003115264797507788161993769,1.004807692307692307692307692,2.144230769230769230769230769,0.9858490566037735849056603774
ultimateDetective,4.978181818181818181818181818,0.9852216748768472906403940887,2.971428571428571428571428571,2.986175115207373271889400922,2.990683229813664596273291925,2.985,2.985294117647058823529411765,2.986784140969162995594713656,2.985781990521327014218009479,3,3,2.985559566787003610108303249,2.984848484848484848484848485,2.241042345276872964169381107,2.848484848484848484848484848,2.975903614457831325301204819,2.974468085106382978723404255,3,3,3.225663716814159292035398230,2.971014492753623188405797101,2.970588235294117647058823529,2.510489510489510489510489510,2.237864077669902912621359223,1.034782608695652173913043478,2.661835748792270531400966184,2.986899563318777292576419214,3.982062780269058295964125561,3,2.988679245283018867924528302,1.014634146341463414634146341,2.987124463519313304721030043,2.617100371747211895910780669,2.989619377162629757785467128,3,2.985915492957746478873239437,1.985981308411214953271028037,2.985221674876847290640394089,2.986363636363636363636363636,2.986175115207373271889400922,2.987288135593220338983050847,2.985148514851485148514851485,2.987804878048780487804878049,2.988847583643122676579925651,2.987447698744769874476987448,2.986046511627906976744186047,2.985365853658536585365853659,2.986547085201793721973094170,2.988847583643122676579925651,2.989655172413793103448275862,2.986046511627906976744186047,2.982456140350877192982456140,3,0.9956709956709956709956709957,1.028571428571428571428571429,1.029629629629629629629629630,2.471910112359550561797752809,1.763265306122448979591836735,2.459363957597173144876325088,2.990163934426229508196721311,2.986363636363636363636363636,2.492957746478873239436619718,3.834123222748815165876777251,2.986046511627906976744186047,2.070739549839228295819935691,2.947867298578199052132701422,2.989547038327526132404181185,2.985365853658536585365853659,3,2.991666666666666666666666667,3,3,2.888888888888888888888888889,2.988047808764940239043824701,2.990476190476190476190476190,2.978021978021978021978021978,2.985849056603773584905660377,1.163793103448275862068965517,2.007117437722419928825622776,2.973333333333333333333333333,2.987394957983193277310924370,2.022058823529411764705882353,1.080996884735202492211838006,,2.983805668016194331983805668,2.473933649289099526066350711,0.9865470852017937219730941704
